,iso3,Vitamin B9,Vitamin B3,Vitamin B2,Total Milk,Zinc,Vitamin E,Vitamin D,Vitamin C,Vitamin B12,Vitamin B6,Vitamin A,Selenium,Potassium,Magnesium,Iron,Iodine,Dietary Sodium,Calcium,Added sugars,Dietary fiber,Dietary cholesterol,Plant omega-3 fat,Seafood omega-3 fat,Total omega-6 fat,Monounsaturated fatty acids,Saturated fat,Total protein,Total carbohydrates,Tea,Coffee,Fruit juices,Sugar-sweetened beverages,Yoghurt (including fermented milk),Cheese,Eggs,Total seafoods,Unprocessed red meats,Total processed meats,Whole grains,Refined grains,nuts and seeds,beans and legumes,potatoes,non-starchy vegetables,fruits,Country,Data until,Data type,COVID-19 deaths,Excess deaths,Excess deaths std,t-statistic,Undercount ratio,Excess per 100k,Excess as % of annual baseline
74,PHL,1.25512183300881,27.5408875813638,0.805667394508223,95.7104647932857,3.34486029620735,15.502089146554,3.46616425123475,68.9435437540037,3.35288891863264,1.25512183300881,458.147835560627,110.900946984497,1462.28577125737,196.538536962753,20.7520157156171,99.0507837422989,2418.5681159883,627.626443377808,9.98708886120725,7.87898220371514,240.041554163265,485.547809576862,529.609515399763,2.41033740434803,12.6550042997106,22.9115480691456,73.3641578774981,63.8751468264775,0.566131581356891,0.969992221604185,18.4606979600174,144.730216230811,4.95242900887107,0.651383709642558,18.9519763195877,24.5744638339059,25.143856367176,45.4431227485166,52.7494297573528,317.16581468012,0.40441807401576,9.16581139192536,2.52037065099129,110.283637649128,84.8726482712754,Philippines,"Jul 31, 2022",m,60727,239431,16441,14.6,3.94,218.5,38.3
75,POL,2.08853271578839,20.0322984724866,1.70656140975287,141.365161380321,10.5681277209051,12.0167352587259,3.8256592696273,96.1074769194461,3.76800176602491,2.08853271578839,1344.34808365317,25.8726025657098,3473.02107007554,354.727765980839,11.1529636359791,152.469558390534,3126.72181071525,595.734211866325,8.70157267792579,14.7469188042736,328.907094142003,1737.69952076364,29.1204043891442,2.53837745827375,18.7150816120235,13.2284642190079,80.6946252281293,50.3395342520988,1.12395471783799,0.745305696888047,38.0473208514398,49.0291263389093,40.6425670433198,44.9086660368236,25.8135916997277,19.1857461711343,68.3527205080291,62.4582836460703,21.423540356122,204.705569029865,3.64759432520283,2.86108915798283,199.16120229343,178.688987209323,234.931752697942,Poland,"Jan 29, 2023",w,118715,181610,13620,13.3,1.53,479.9,42.8
76,PRT,1.9338093598257,19.7211638160505,1.63161307851417,189.250785292263,9.95458294345224,9.26916902896392,3.63183694519534,99.6825594066102,3.97762100080333,1.9338093598257,1036.62757926511,91.5397926665015,3200.23133834738,283.297357053898,10.5455263680242,186.291236925483,3100.47641887843,776.962821244579,5.42042265091889,16.6961143521522,275.029871726919,1364.60002705483,945.516335942955,2.6677563925923,11.8530644455622,9.64247181009764,88.0989169923246,47.8055621109018,0.839655015692751,0.452755573278205,6.3846116584017,99.3734841565542,66.2066565097745,18.1771319951034,17.2767285144908,56.740927899951,66.0598173801187,16.6780574821017,28.6790560278337,127.133192044007,2.98720757597505,11.7671465566032,110.245432894588,161.185608766655,420.859065404105,Portugal,"Jan 01, 2023",w,25799,32280,5022,6.4,1.25,316.6,27.9
77,PRY,1.01755306401985,15.0969089426778,1.32442858366913,79.044190594543,7.60453464672194,5.15920668769351,2.25051297089933,71.1068629393794,3.36285498218527,1.01755306401985,1079.49368443515,101.170884119983,2719.70664590737,169.529122546872,20.9550950197489,167.160902767594,2373.07282778515,702.51897936166,8.6254600021924,11.2277788963887,428.585513387772,1476.85815093884,87.6810391939718,2.77377165955633,9.59992724125424,9.53862146149334,78.3043575635295,55.714902106503,0.833732561321773,0.159915918056023,29.4252947249878,341.016061675879,12.3451732476915,23.022207338928,28.9287342780927,11.8520606978455,132.296412181078,30.5688132101443,29.3640712570048,127.773673145145,6.05348892684656,16.3605941090545,80.5081258667387,67.7336425093969,93.87317077589168,Paraguay,"Dec 31, 2022",m,19688,24850,2242,11.1,1.26,348.4,72.9
78,PSE,3.71439743388641,59.0634236806805,2.21666972850533,137.497571856467,16.9271671398478,11.5102425638763,0.158869928838779,380.702491658661,3.59941144476287,3.71439743388641,1444.83522452009,152.951952099362,5862.08754481669,750.233047642002,13.2362315765412,131.748252333612,3665.37923614113,2791.64952043393,13.2727270683409,67.7125041990965,262.165392254737,1000.8280887152,54.6632138445494,2.71576926086977,7.47216498316317,12.5816121249365,245.654072776191,53.1834312527971,0.942804336738562,0.578595272626639,23.7359538949553,183.01331016946,62.0782853627541,17.2695940473867,30.0642927299366,32.4864260098578,39.411337621375,20.8206955523773,13.3065212969886,452.039928255244,19.1037837593042,37.7613066971517,74.3905542433575,139.347997958862,106.115750401239,Palestine,"Dec 31, 2021",m,4934,4714,1787,2.6,0.96,92.4,36.5
79,QAT,1.70950226322958,24.2406141689539,1.73908756735057,117.426894356333,9.60375177609216,11.4342139315873,0.150763280891723,139.691431526739,4.27310589710504,1.70950226322958,1145.30974654618,170.079013144885,3086.69181748865,359.658567037883,13.2108197118133,154.818291876461,3559.97121630823,782.019760487379,8.98783882082544,19.3341945958203,268.546717003388,1118.76835307004,46.965223119979,2.71773747034296,14.5278510081212,10.6357884229558,83.417162012173,53.778559414641,0.989195547292666,0.707899505784825,24.9864340481321,230.98915138274,65.7158956536526,18.0075535727573,29.9944204281296,34.2929827828186,37.3693983596043,27.5478340597706,15.8770857626283,449.701609785846,20.2525658456641,38.0426370571028,57.1798578607523,168.857684757521,123.130779753793,Qatar,"Dec 31, 2022",m,685,1386,180,7.7,2.02,48.1,61.6
80,ROU,1.68941382961164,21.1560602934993,1.60138221996867,154.01495652515,8.0937648835097,17.4749752089641,2.28695625293361,104.097956279216,3.40676688555058,1.68941382961164,1398.06332336075,105.125193350435,2411.58013150071,237.447150351268,12.4095572646482,108.027874362274,3754.17545250715,1013.37469376267,6.61359264918602,21.5734008686392,346.793610937587,297.765751483621,708.474945997501,2.22550000981058,15.1128598321169,11.5392264610082,80.2083323137297,41.6318371420651,0.493059004015266,0.474082770751626,9.082823573622893,139.016953836328,60.9558154840712,76.079139845431,53.5070055753425,41.4362137350716,69.6494975460576,49.8915690849141,5.1955611094781,296.677707246521,10.7969785086444,33.1271252027769,159.956908395638,358.232424265859,194.23923347111,Romania,"Dec 25, 2022",w,67341,122920,9090,13.5,1.83,639.0,46.2
81,RUS,1.95739264012922,27.18766619482,1.43769847273263,177.993406426393,7.80135569824754,10.2256363395065,4.03424571134659,97.4476730553025,3.97040952469502,1.95739264012922,1269.52914727655,25.1715917162128,2854.22067291619,251.364703223871,12.2973298210252,115.683001414469,2566.62284269374,747.08312459499,14.8144263860927,22.3114577730286,348.274519630235,654.977834117019,829.023553015431,2.58185409024565,15.443590549147,11.6692953393419,76.2381959033463,49.0703855983801,0.700592411157647,2.2347907987129,31.302399830071,92.95997474321372,93.8696658491221,29.636341109887,37.9126352319842,34.7201460809546,188.040493348912,52.2438449259412,88.7800690896184,41.8265438992544,16.5820007489997,1.04214646938394,97.8956716405889,180.927847291103,90.4122277959147,Russia,"Dec 31, 2022",m,393762,1275102,60025,21.2,3.24,868.9,72.2
82,SGP,1.20921832775542,14.5705522943803,1.25686007160399,49.0101514030456,9.168654706555888,17.6440719435375,0.453389605381486,62.6306708892629,3.41074164229179,1.20921832775542,754.528796741205,118.169322190654,2180.76397532051,199.961779591474,11.9324341559406,129.017648858655,3044.98245957011,424.795109483552,15.1322867861678,20.1507816354326,275.207023017982,1388.59995940811,93.3645148154652,2.65265625435759,8.0787806610852,12.0112416452404,82.2581381862344,59.0768667982679,0.60787149680095,1.18425491808563,9.38934254042219,107.716466499471,10.2306950431982,1.02759868094316,33.0955181102829,50.218573867737,47.1365695248287,16.1467652043198,8.06723451286776,538.818807702691,2.59470352089113,15.5512356769627,11.8714142517042,152.199331843975,134.178200163594,Singapore,"Sep 30, 2022",m,1617,4410,925,4.8,2.73,75.4,20.0
83,SLV,1.09609003751807,15.7141385177495,1.23076679189703,95.7012451482225,6.8659583860064,5.97550806633209,2.88610263483161,84.1455296784148,3.17909867183873,1.09609003751807,955.610122243038,115.19540961995,1923.0316053983,259.281819281222,12.0383479021906,145.866296681869,2357.4744063526,682.255151697687,16.5822517192233,11.8662971019264,235.033625309612,752.801334315051,47.44388302023,2.61349011946384,10.9644452363917,7.86087644792367,76.0719758654356,59.4819633222985,0.537966913256025,0.829934185618866,27.5562651648231,342.367270356851,18.4636166175471,12.2232642439704,20.5618559342375,10.4508680207112,49.4248397393259,49.1990565363597,23.7086402264481,259.230263953714,3.1746720343379,35.7216329953308,49.053021328548,128.380664636755,123.994844793397,El Salvador,"Aug 31, 2020",m,717,4729,888,5.3,6.6,72.9,11.2
84,SRB,1.5478137098217,32.5942609555976,1.89960692276134,133.425102010394,5.81433200256179,10.6013607635445,3.83304219965862,82.7599614347561,3.84020293013067,1.5478137098217,647.376440053154,23.8146964699668,3518.82813975329,248.773292190681,11.750176844977,99.4180000173836,2138.94699811154,1059.35697073168,2.44525800974806,35.7287214760207,309.0714276766,663.754749687905,86.3056047067367,2.56271026951079,11.2387803797863,14.3228004124465,99.3592703915421,49.839197291245,0.700144074449231,1.41670428121642,36.631797039602,37.9890320701344,75.3369734464263,23.4718239618107,24.1383259988318,17.151879054102,74.9390960067376,31.4482159111934,194.84716087352,359.518646801791,3.96880901090517,32.1989297781986,138.294111647842,460.916089402429,148.425705881535,Serbia,"Dec 31, 2022",m,17521,61551,8689,7.1,3.51,893.1,60.8
85,SUR,1.29725493514364,20.588251442146,1.19395828931146,90.0501099255462,5.68457578505108,12.2288796853229,2.35537137755976,78.0805396102498,3.28669803071934,1.29725493514364,986.405195432169,117.194125366069,1679.51949623027,188.678327014091,13.5959410458545,131.323482636846,2284.26881957911,663.508401738289,10.2372072843613,12.5320826319175,262.375970567366,1213.55314403863,313.177701290734,2.73189411292377,12.1130356823527,7.03964001707536,71.7590615838088,57.7214668429986,0.969412571863922,0.272470341380653,28.0396371162803,335.496251679479,16.4035329592556,12.8843894820052,19.2427849282701,25.0445317728678,71.508553790179,45.8586850111543,39.6179492315475,272.541885131866,15.3874887650651,71.7421980276786,29.4004063067132,180.30680985884,103.343702941187,Suriname,"Dec 31, 2020",m,121,43,98,0.4,0.36,7.3,1.1
86,SVK,1.79265825711854,22.532224196874,1.36081472938896,92.8427812581931,5.92422826593734,11.0625551242356,3.96555188102532,106.440060516723,3.84368544248763,1.79265825711854,1751.80707151028,26.3371657087772,2237.2240198021,244.370209541921,14.0674436984601,119.410253262678,2872.36191315297,647.335651379576,30.1042528699427,28.7833969912205,310.731877310796,723.903281750728,277.387144620465,2.58105031195961,11.9220315943936,13.2095707153213,63.0041722586246,48.1917749501802,0.428091055469402,2.10386883665038,22.4589151846953,135.340250868223,42.0015652555909,15.3155061725301,9.81989860191243,8.84203941511007,33.5816826388656,57.4782911585031,52.3776617833434,61.3091059848138,3.38357766516081,4.60935875870658,74.5684455469406,101.641726879028,80.3423399591042,Slovakia,"Dec 18, 2022",w,20783,29830,2262,13.2,1.44,546.4,54.5
87,SVN,1.67528542531331,21.3768454201142,1.53007604131469,168.697162634904,8.04904709829374,10.041941747349,4.54343773472476,68.6811083868203,3.87409456765727,1.67528542531331,1107.53069310356,25.1993796941488,2595.30003459115,240.864855138799,14.7665391064757,102.342919562951,2791.31860452117,610.496233114836,8.89411527683677,20.9370125726965,169.871359005034,898.06870102143,353.359673663039,2.62238483830914,11.7249746565095,13.424802340474,73.9235064940783,47.4363953530195,0.686762453845704,1.31559930286416,62.93816456132,108.666574130704,100.994680457855,24.9694071331945,40.563187346932,34.2635022961278,55.4962998073052,35.6345049609525,55.9831421859031,155.237736020774,9.00594899021951,19.0546699671606,114.737934509269,115.056378486855,76.5834770118753,Slovenia,"Jan 22, 2023",w,9036,6394,942,6.8,0.71,307.6,30.0
88,SWE,1.94151950469478,19.0130705989568,1.49446041041951,242.128631169046,9.9696389885053,10.0620461354293,6.51731599503685,95.37212392127752,5.01264517997276,1.94151950469478,905.485788579633,42.9865398627885,2992.76005919582,312.03219245184,10.0471334326927,188.720366754142,2851.46495812276,820.710556898479,10.9700254388154,20.7709076251845,259.76827389383,1697.64067112931,309.222222491636,2.51999493506345,27.8082826694521,14.3392684866246,74.6866412949084,44.8346819941953,0.523688291880475,0.979425728377611,62.7574851886888,81.7451384092467,90.4760000026512,23.201164909627,21.7532256942574,35.0881386985855,69.6374714687733,32.3301043488185,25.0182441435061,25.0030771787809,5.10794474701184,15.2868050390947,73.0620254126787,150.750055221881,114.96682348047,Sweden,"Dec 18, 2022",w,21623,14863,2494,6.0,0.69,147.2,16.2
89,SYC,1.51441025419415,13.8110463402921,1.23062693908167,48.8256052200917,7.59839000862856,11.1384469731803,0.317634212781742,98.2488500974313,2.35933284810666,1.51441025419415,1904.28159409181,94.7602369703105,2354.39310547278,306.26436021452,9.48603588452268,105.552099557417,1972.53985198887,474.763518785807,5.21346306103119,23.7161989629862,146.555127538983,705.681991695418,73.4516674689765,2.61483650612072,11.7238761969381,9.51054609670996,66.0818014825038,58.5461915386544,1.59418702321299,0.265678443436538,7.4539700941253,270.670449278341,11.37077658672,2.15829426157543,9.76524762356618,174.703529721438,18.7580878022777,13.0471416785528,38.6419638764484,246.460768017191,9.426352606998853,19.6024431135841,67.491194018046,215.524910891509,108.500652551376,Seychelles,"Dec 31, 2021",m,126,-102,83,1.2,,-103.9,-12.2
90,THA,1.23634560417712,14.7858054677902,1.3534768527272,66.9344656032498,2.94753831320693,13.8228672957135,4.27160683809014,40.5433730027052,3.06196498624418,1.23634560417712,393.588146309915,120.207192436263,1378.067708627,190.068676046322,10.77975726884,111.709936366584,4024.33206870577,414.418342730411,23.5382512510844,7.82331536588048,297.650371847876,702.039669490588,303.6598923362,2.50125755672737,11.2334063332979,10.8235821160173,45.885506324195,59.1215941279379,0.88032449032472,1.16358486553316,6.92456333733576,203.587178679663,5.84348438254209,1.69446007639815,31.4859177682388,45.8363961194397,38.1089043657793,11.5364953944246,18.0651571995236,416.542221259842,1.31832523991706,41.9394825548003,8.7101456292547,175.616552215305,97.15498097981012,Thailand,"Jan 31, 2023",m,33865,154652,30476,5.1,4.57,221.6,31.1
91,TJK,2.0055496122841,26.6594248960671,1.05696517501699,70.7048245998491,3.53110603615132,11.9788382730354,2.39017878251651,117.730756577988,3.48296830373564,2.0055496122841,901.482378962678,22.6291542499727,1600.86063285068,204.45275530956,10.4244665628882,59.3656343811042,2412.82541629571,669.263910937969,9.65150001600372,7.61301498685773,456.719185537697,695.275222971095,9.176757105084652,2.5845595554989,21.1595341005307,8.46363415813999,69.1321286124179,53.1657729353823,0.448939347261495,0.439459336526182,16.9851308626122,162.270023872986,52.1817546166442,3.92146925616708,18.9888127891562,6.60785579525693,50.9744180710666,79.2159758671076,46.3801048817548,181.134035692331,5.07950038962936,58.2362914056156,113.531818376671,53.8282833822513,90.68673674486432,Tajikistan,"Dec 31, 2020",m,90,9415,882,10.7,104.61,98.7,28.8
92,TUN,1.02893367330008,17.1118520699423,1.51607887703803,181.106039238939,5.99972117935426,8.99911080539227,0.647653101967103,73.3674189914139,5.2122911994713,1.02893367330008,520.982211460655,146.437196977668,2537.99322233351,250.830148663951,12.3487289669351,308.490454279535,2475.79212682129,469.344864451422,12.9078566140033,40.0584070891382,281.566783888058,1189.51057382349,5.88279944629205,3.04997602269228,14.0474058577882,10.2342907882185,73.432629888216,49.0921107157882,0.724012601597568,0.605348933184233,23.4576386680455,280.919179041856,48.9126804033212,2.46683254666158,30.8677993068526,38.2926882074399,38.2801142679537,0.920288868022407,1.50874923832389,186.667754042522,6.51878262843339,15.1790986756352,90.3428912077064,198.042704594334,63.9575631309877,Tunisia,"Feb 28, 2022",m,27784,30835,3251,9.5,1.11,260.9,42.9
93,TWN,1.58173711232791,19.2498243858506,1.41020121808663,46.703919115959,12.2742231255487,9.21971452156854,5.19456226287389,88.7129104085276,3.47342947758055,1.58173711232791,926.418064359958,117.872261941191,3478.00042922129,279.003435530806,9.19184315655251,127.261467377021,3423.57725276338,684.455341708639,12.4802049328694,22.5721940542504,307.238694358068,1063.50193349921,626.90720892787,2.84291463600551,8.91233958691464,10.8831177667292,82.49832658988,59.411519435341,0.743966107244644,3.21323543533026,7.65074254479212,188.681940865284,10.1526544848148,1.70236257841018,32.8693050931583,28.9427629016358,72.2655975400119,18.1938878703532,16.9716375328741,346.525873975769,2.71001342631278,6.31969370111871,17.1142982830886,281.033434877513,139.623252810348,Taiwan,"Jan 31, 2023",m,16356,20802,14286,1.5,1.27,87.3,11.6
94,UKR,1.9156301652735,25.1246258892265,1.40211697140502,126.499314556088,7.30508071563201,10.5771094691411,3.80351588504032,113.610512525322,3.89091191883328,1.9156301652735,1061.70333911899,25.7832357269765,3109.27102168559,241.446303067488,12.4278930869444,111.32710801531,2810.32852980648,625.698406013568,10.8422695993504,21.8457338749497,291.753769201879,740.825465872159,733.014548589945,2.59583930590234,15.6161663594295,11.0907579054958,61.8877039146987,49.4063909265619,0.655519939251687,1.05840670464063,34.8686961038213,54.2511218490832,84.1286938982325,28.7028732055722,31.0322352327715,31.5612990961309,39.0422013112114,52.2075752132973,67.0474154621155,128.411113735896,12.8368877530727,8.8632676220827,180.464163992055,183.35639512066,94.1373978970239,Ukraine,"Jan 31, 2022",m,100395,183524,21325,8.6,1.83,483.4,31.8
95,URY,1.30786814644812,18.6467110856559,1.58088040298674,165.923799329966,13.3104224738977,5.42055050472553,4.0603461561484,89.4838095448034,3.56521967766643,1.30786814644812,962.676645523057,112.404041845128,2252.85113738615,241.086002935589,14.8872242776561,168.338820495543,2830.91010932588,899.703169606642,16.0307533268482,35.4031646440865,315.845591930114,674.339222940349,66.7005593725292,2.61093025246214,11.6529198757151,11.0084908447019,90.2095422561043,55.3892886816478,0.784072249383199,0.402469682627412,35.1430719570671,399.696202714161,24.7469224664116,11.5103787922665,32.9889881297129,23.8589393694016,74.2717739137529,51.2013426671523,37.9209365528704,268.27097791624,25.5151672185076,44.9620850130797,27.4781592377757,162.672011012208,96.9814689908437,Uruguay,"Nov 30, 2022",m,7537,7250,2254,3.2,0.96,208.7,20.8
96,USA,1.88254695539296,23.0998298177292,2.02368825951628,188.85841236585,10.5941316398281,7.32841630424732,5.16271664571928,87.4545309391492,4.81031095869947,1.88254695539296,778.449544372775,106.727805276902,2395.52332560467,270.953884851622,13.8785629795548,196.599052073579,3038.28539525579,918.5519376643612,13.304174551506,13.8008044565395,251.609048260288,1477.07793414755,118.854997356254,2.77218398996799,11.8972689734298,11.5933246770971,73.5298797619983,50.2052274829825,0.649753996032086,0.94980377502252,85.9656948436107,179.463007445824,14.4732667664175,30.2473860277977,19.1947971532587,11.1965554048275,34.4891166114109,24.0686462965761,19.56795183124,88.7954207404185,11.4542732922291,19.458545678722,30.263726792774,128.598377260962,86.7834780264515,United States,"Jan 15, 2023",w,1089610,1287107,38602,33.3,1.18,388.9,43.4
97,UZB,2.62953133626038,35.1467694026343,1.32162341167241,92.04242856594452,5.91305986703174,17.0524268184107,3.40613074389106,165.835912639665,3.70370439977039,2.62953133626038,912.32590633185,22.4693546715362,2486.66516293206,277.925615421593,10.0858320493913,85.1635715133831,2752.22803396425,740.133544126043,4.34147132620681,21.0361650207257,325.757878336593,658.689943030046,40.3060835413812,2.58348803184844,18.9846484967882,10.5908617906966,83.0207535944043,51.2030230423525,1.16476189715359,0.496897565938728,14.5028023039996,124.266987318411,65.1383369713008,39.928549186122,35.7699075186813,47.3518071538372,103.997980574444,49.098295590221,52.3597160807889,176.833624827828,3.22584297768618,33.4261261509746,317.531773609205,214.72054761489,83.6114586799554,Uzbekistan,"Dec 31, 2022",m,1637,48778,10742,4.5,29.8,145.7,31.1
98,VCT,1.29840469085625,20.4733714814456,1.21691945755159,133.031913559381,5.33826299606701,12.0931284933476,2.89314524872377,97.6334647590745,3.26838892968589,1.29840469085625,1345.62461525331,117.38576390246,2093.71666140822,288.936641429458,8.41028252636455,135.710611219911,2304.6445130946,821.833223305104,30.3192892776412,20.9728579616321,257.648309987418,729.338386201621,148.151391737204,2.58553967843928,9.11827375969224,9.46701480882778,82.265448040602,56.8340326264017,0.743732124808223,0.313747183986312,22.5987521454176,1072.66381499242,17.2967863633311,9.85054581230137,14.8650200657263,31.9473680233152,57.3491961818844,18.8558622006673,19.9706107013261,172.829588995147,6.19620070784807,46.3209982011611,16.5304842349936,104.297682730055,143.512300289562,Saint Vincent and the Grenadines,"Dec 31, 2021",m,83,123,89,1.4,1.48,110.5,11.8
99,ZAF,1.24615374279451,17.2906145516651,1.5422396046961,94.3499313930968,9.2076012902963,8.51570228198651,2.94325853219961,37.8873148205319,3.04671731018301,1.24615374279451,496.846788906613,90.2556967581192,1822.14300375021,245.693684934322,9.25560362312748,139.925180831761,1526.43326244707,408.053304782869,7.34631935881858,19.4513396291703,267.860027351115,602.814346084298,25.1732630651565,2.86977250262226,11.8785244502673,10.9882562091052,84.2260746868486,56.7162007956053,0.460678556486517,0.349313640799971,2.77528945410879,281.837252405773,19.4555724432404,1.03176679668662,22.9344048587003,4.9655006977761,147.151504402725,17.4724035373297,68.5576091720619,226.777071584255,0.226812749768307,32.2583357757224,54.8604499603845,131.801080262549,32.6678518921774,South Africa,"Dec 11, 2022",w,102550,284509,10830,26.3,2.77,479.7,53.5
